triplet,A,B,C,cos1,cos2,cos_AC,tjs_log,prod,penalty_term,neg_count,bridge_novelty,TJS_AC,outlier_flag,z_tjs,novelty,metal,is_TM,z_prior_M,z_prior_OH,mTJS2
iron addition to prussian blue -- stability -- in alkaline solution,iron addition to prussian blue,stability,in alkaline solution,0.02538180910050869,0.1475195735692978,0.2155590057373047,4.2071068845614255,0.014889382788414687,0.0,0,0.7844409942626953,3.3002271074947953,0,0.356838883920836,0.7844409942626953,iron,True,0.1768480783217381,1.2077877464395423,2.522216660223626
francium doping of prussian blue -- stability -- under basic conditions,francium doping of prussian blue,stability,under basic conditions,0.0053067561239004135,0.3264894485473633,0.04245655611157417,3.87172546293534,0.020822410114030774,0.0,0,0.9575434438884258,3.707345333569615,0,-0.4883602208831006,0.9575434438884258,francium,False,1.7949290612979227,-0.4057548816258497,2.4928655792739702
zinc doping of prussian blue -- stability -- under basic conditions,zinc doping of prussian blue,stability,under basic conditions,0.005020424723625183,0.3264894485473633,0.027934592217206955,3.8769160613163463,0.020714609363039357,0.0,0,0.972065407782793,3.768615992083134,0,-0.47527932605072537,0.972065407782793,zinc,True,1.30213927364592,0.23945337774888942,2.488179287864449
francium addition to prussian blue -- stability -- in alkaline solution,francium addition to prussian blue,stability,in alkaline solution,0.016367070376873016,0.1475195735692978,0.198362797498703,4.334471866443597,0.013108795439883534,0.0,0,0.801637202501297,3.4746739013364203,0,0.6778130396992009,0.801637202501297,francium,False,0.21966412837332144,0.8593103660696219,2.4061068455502763
manganese doping of prussian blue -- stability -- under basic conditions,manganese doping of prussian blue,stability,under basic conditions,0.00769069604575634,0.3264894485473633,0.03744906187057495,3.829524622751907,0.021719938340580357,0.0,0,0.962550938129425,3.6861125182195806,0,-0.5947111098860626,0.962550938129425,manganese,True,1.791111108482651,-0.3941626446245259,2.3962671401424505
manganese addition to prussian blue -- stability -- in alkaline solution,manganese addition to prussian blue,stability,in alkaline solution,0.022219069302082062,0.1475195735692978,0.2849610447883606,4.249968743070656,0.014264679772118814,0.0,0,0.7150389552116394,3.038893209727366,0,0.464855613847586,0.7150389552116394,manganese,True,0.3359681342132551,0.8058627054694321,2.3455859404782444
nickel doping of prussian blue -- stability -- under basic conditions,nickel doping of prussian blue,stability,under basic conditions,0.008976683020591736,0.3264894485473633,0.05392114073038101,3.8074783734720428,0.022204098867575225,0.0,0,0.946078859269619,3.6021747962681747,0,-0.6502701508886382,0.946078859269619,nickel,True,1.204921977520093,0.20501326363630504,2.0670936996060054
nickel addition to prussian blue -- stability -- in alkaline solution,nickel addition to prussian blue,stability,in alkaline solution,0.011105484329164028,0.1475195735692978,0.28029757738113403,4.417071249816361,0.012069529207441887,0.0,0,0.719702422618866,3.1789768793729776,0,0.8859728254903527,0.719702422618866,nickel,True,-0.6882185799587778,1.7039824537229484,2.06550934615722
palladium doping of prussian blue -- stability -- under basic conditions,palladium doping of prussian blue,stability,under basic conditions,0.0207741130143404,0.3264894485473633,-0.0008498001843690872,3.6251272377755575,0.026645706780197783,0.0,0,1.0,3.6251272377755575,0,-1.1098156316829835,1.0,palladium,True,1.7253384717434017,-0.2657930960456631,1.9421716677353253
cobalt addition to prussian blue -- stability -- in alkaline solution,cobalt addition to prussian blue,stability,in alkaline solution,0.05815906822681427,0.1475195735692978,0.26024237275123596,3.8460698743631845,0.02136353303381294,0.0,0,0.739757627248764,2.8451595244918613,0,-0.5530152050180874,0.739757627248764,cobalt,True,0.2017411306773098,1.367139112344103,1.9011757248526868
palladium addition to prussian blue -- stability -- in alkaline solution,palladium addition to prussian blue,stability,in alkaline solution,0.022399095818400383,0.1475195735692978,0.2178831398487091,4.247479061236293,0.014300238532853175,0.0,0,0.7821168601512909,3.322024986932482,0,0.45858133411125573,0.7821168601512909,palladium,True,0.16661392853530838,0.5967037235330944,1.6868647764815141
copper addition to prussian blue -- stability -- in alkaline solution,copper addition to prussian blue,stability,in alkaline solution,0.012229654006659985,0.1475195735692978,0.2789515554904938,4.398841233200442,0.012291574722760424,0.0,0,0.7210484445095062,3.171777628843457,0,0.8400311223106395,0.7210484445095062,copper,True,-0.8444919702312281,1.626308540836401,1.5905099931027848
barium incorporation in prussian blue -- stability -- at high ph,barium incorporation in prussian blue,stability,at high ph,-0.011789584532380104,0.1816275268793106,0.098072849214077,5.227271829394441,0.008850584035795753,0.5,1,0.901927150785923,4.7146183874692476,0,2.927769897167391,0.901927150785923,barium,False,0.40886252560392455,-1.5703695844538716,1.3899405716944329
lithium addition to prussian blue -- stability -- in alkaline solution,lithium addition to prussian blue,stability,in alkaline solution,0.04360111802816391,0.1475195735692978,0.3822055160999298,3.990630543696302,0.018488052918532446,0.0,0,0.6177944839000702,2.4653895371787136,0,-0.1887059725095873,0.6177944839000702,lithium,False,-0.5680864400960649,1.7733941124613009,1.3352123159902345
copper doping of prussian blue -- stability -- under basic conditions,copper doping of prussian blue,stability,under basic conditions,0.012920595705509186,0.3264894485473633,0.04185113310813904,3.742746990412947,0.023688940379438746,0.0,0,0.958148866891861,3.586108787927088,0,-0.8134005555157172,0.958148866891861,copper,True,0.9044643627694686,0.15618054270463635,1.2297989840801746
barium addition to prussian blue -- stability -- in alkaline solution,barium addition to prussian blue,stability,in alkaline solution,0.005708711221814156,0.1475195735692978,0.26866060495376587,4.509536341784386,0.011003560884627886,0.0,0,0.7313393950462341,3.298001580139601,0,1.1189953124786716,0.7313393950462341,barium,False,-0.2692252386825995,0.41133261823407247,1.1975437624645813
beryllium doping of prussian blue -- stability -- under basic conditions,beryllium doping of prussian blue,stability,under basic conditions,0.0032473132014274597,0.3264894485473633,0.041334398090839386,3.9096731892182905,0.02004705158383416,0.0,0,0.9586656019091606,3.7480692012100603,0,-0.3927276598181854,0.9586656019091606,beryllium,False,0.7205408491484449,0.08773796313738343,1.1799609831847793
scandium doping of prussian blue -- stability -- under basic conditions,scandium doping of prussian blue,stability,under basic conditions,0.02292531356215477,0.3264894485473633,0.0534791424870491,3.595184720689525,0.027455611088159203,0.0,0,0.9465208575129509,3.402917324744508,0,-1.1852741604052637,0.9465208575129509,scandium,True,1.2957811095575544,-0.2682376037071946,1.0039316531490532
tungsten addition to prussian blue -- stability -- in alkaline solution,tungsten addition to prussian blue,stability,in alkaline solution,0.02545458823442459,0.1475195735692978,0.2984515428543091,4.206141876899485,0.0149037580919105,0.0,0,0.7015484571456909,2.9508123442747145,0,0.35440695549723294,0.7015484571456909,tungsten,True,-0.14768096533861153,0.5618597658499581,0.901834673594947
silver doping of prussian blue -- stability -- under basic conditions,silver doping of prussian blue,stability,under basic conditions,0.02174021676182747,0.3264894485473633,0.05266417935490608,3.6115690426321896,0.02700943464732873,0.0,0,0.9473358206450939,3.4213687228183813,0,-1.1439838164988605,0.9473358206450939,silver,True,0.6433611875179145,0.4770867846169853,0.8583687354624464
tungsten doping of prussian blue -- stability -- under basic conditions,tungsten doping of prussian blue,stability,under basic conditions,0.0031442446634173393,0.3264894485473633,0.0406031459569931,3.9116107220887955,0.02000824736679615,0.0,0,0.9593968540430069,3.752787021012885,0,-0.3878448579034607,0.9593968540430069,tungsten,True,1.1760786166516535,-0.7559708612738527,0.8303560834890673
palladium incorporation in prussian blue -- stability -- at high ph,palladium incorporation in prussian blue,stability,at high ph,0.016712792217731476,0.1816275268793106,0.04106193780899048,4.169983242158418,0.01545251907260646,0.0,0,0.9589380621910095,3.9987556496043766,0,0.2632831074143328,0.9589380621910095,palladium,True,1.2297651419588784,-1.2724856975230487,0.8140848450475167
ruthenium doping of prussian blue -- stability -- under basic conditions,ruthenium doping of prussian blue,stability,under basic conditions,0.018027419224381447,0.3264894485473633,0.034956950694322586,3.6647096884324775,0.02561160554988767,0.0,0,0.9650430493056774,3.5366026125449372,0,-1.010063380353828,0.9650430493056774,ruthenium,True,0.7463206846779104,0.15541065910209007,0.7156939776551279
beryllium addition to prussian blue -- stability -- in alkaline solution,beryllium addition to prussian blue,stability,in alkaline solution,0.009060079231858253,0.1475195735692978,0.3045932650566101,4.451117653990409,0.011665521664845583,0.0,0,0.6954067349433899,3.095337194610352,0,0.971773613709864,0.6954067349433899,beryllium,False,-1.0260880598160622,1.1939043969042953,0.7104540894341826
ruthenium addition to prussian blue -- stability -- in alkaline solution,ruthenium addition to prussian blue,stability,in alkaline solution,0.030648933723568916,0.1475195735692978,0.2909339666366577,4.139567288404516,0.015929742997897893,0.0,0,0.7090660333633423,2.9352265570296368,0,0.18663146475650783,0.7090660333633423,ruthenium,True,-0.8683017421080134,1.5054506280680289,0.7082039226425243
iron incorporation in prussian blue -- stability -- at high ph,iron incorporation in prussian blue,stability,at high ph,0.008177472278475761,0.1816275268793106,0.07763559371232986,4.306881758511612,0.013475504023952992,0.0,0,0.9223644062876701,3.97251443614076,0,0.6082828480371374,0.9223644062876701,iron,True,1.1656510239225832,-1.5056223007806158,0.68115144471138
gallium doping of prussian blue -- stability -- under basic conditions,gallium doping of prussian blue,stability,under basic conditions,0.004079900681972504,0.3264894485473633,0.04184737429022789,3.894157940992607,0.020360511985252003,0.0,0,0.9581526257097721,3.731197656090626,0,-0.43182783968974336,0.9581526257097721,gallium,False,0.4171011587189056,0.16836127902254303,0.6549163962818823
lithium doping of prussian blue -- stability -- under basic conditions,lithium doping of prussian blue,stability,under basic conditions,0.024746451526880264,0.3264894485473633,0.03377753868699074,3.5705187962919434,0.02814125031622737,0.0,0,0.9662224613130093,3.4499154595175647,0,-1.2474350789168458,0.9662224613130093,lithium,False,0.7375108858217647,0.2666911907751413,0.6276234788893956
zinc incorporation in prussian blue -- stability -- at high ph,zinc incorporation in prussian blue,stability,at high ph,0.011384177953004837,0.1816275268793106,0.12561559677124023,4.253227850179422,0.014218265328774014,0.0,0,0.8743844032287598,3.7189560955750744,0,0.4730689322760004,0.8743844032287598,zinc,True,0.31932593242167334,-0.3725281157027363,0.5529286235652425
scandium addition to prussian blue -- stability -- in alkaline solution,scandium addition to prussian blue,stability,in alkaline solution,0.027448469772934914,0.1475195735692978,0.28942134976387024,4.18006006279836,0.015297588723144753,0.0,0,0.7105786502361298,2.970261437329211,0,0.2886778348349966,0.7105786502361298,scandium,True,-0.34296568841713315,0.6330336510779915,0.5522969346177176
indium addition to prussian blue -- stability -- in alkaline solution,indium addition to prussian blue,stability,in alkaline solution,0.0062109362334012985,0.1475195735692978,0.2435654252767563,4.500561538984959,0.011102760154752414,0.0,0,0.7564345747232437,3.4043803537578747,0,1.0963777946236581,0.7564345747232437,indium,False,-1.1660521737824225,1.0624985698872507,0.35802130188968895
gold doping of prussian blue -- stability -- under basic conditions,gold doping of prussian blue,stability,under basic conditions,0.028377501294016838,0.3264894485473633,0.04318991303443909,3.523083623342595,0.02950830224070465,0.0,0,0.9568100869655609,3.3709219480373718,0,-1.366977078347296,0.9568100869655609,gold,True,0.6179000237834303,0.2986977020930857,0.3168695223591932
potassium addition to prussian blue -- stability -- in alkaline solution,potassium addition to prussian blue,stability,in alkaline solution,0.054540034383535385,0.1475195735692978,0.38946765661239624,3.880102769665979,0.020648703012355638,0.0,0,0.6105323433876038,2.3689282365489017,0,-0.46724846068161263,0.6105323433876038,potassium,False,-0.6588111801944287,1.397347047616061,0.31114975035362136
gallium addition to prussian blue -- stability -- in alkaline solution,gallium addition to prussian blue,stability,in alkaline solution,0.007494430989027023,0.1475195735692978,0.2671288847923279,4.477984781105787,0.011356275491562038,0.0,0,0.7328711152076721,3.281785700411982,0,1.0394818119650677,0.7328711152076721,gallium,False,-1.2745950451394719,1.1807225938057406,0.26137561239473484
chromium incorporation in prussian blue -- stability -- at high ph,chromium incorporation in prussian blue,stability,at high ph,0.019807366654276848,0.1816275268793106,0.1036660224199295,4.124640420404451,0.0161693076960874,0.0,0,0.8963339775800705,3.697055354108656,0,0.1490140695829406,0.8963339775800705,chromium,True,1.0376427019321526,-1.3179153729934152,0.24742641395712273
potassium doping of prussian blue -- stability -- under basic conditions,potassium doping of prussian blue,stability,under basic conditions,0.02899913862347603,0.3264894485473633,0.05465975031256676,3.5151835873163666,0.0297423421360692,0.0,0,0.9453402496874332,3.3230445301308214,0,-1.3868860624076338,0.9453402496874332,potassium,False,0.8565047666851512,-0.13226699940933018,0.12772297184867332
radium doping of prussian blue -- stability -- under basic conditions,radium doping of prussian blue,stability,under basic conditions,0.035974398255348206,0.3264894485473633,0.06161295622587204,3.430570978995252,0.032368453788347434,0.0,0,0.938387043774128,3.2192033594366705,0,-1.6001194027083476,0.938387043774128,radium,False,1.0300363218033806,-0.2283170669904599,0.11747764041272368
magnesium doping of prussian blue -- stability -- under basic conditions,magnesium doping of prussian blue,stability,under basic conditions,0.009637081995606422,0.3264894485473633,0.02411387860774994,3.7963429744924366,0.02245273211349975,0.0,0,0.9758861213922501,3.704798420852142,0,-0.6783326154210079,0.9758861213922501,magnesium,False,0.25599983984645025,0.1825746825290422,0.10752908806545591
cobalt incorporation in prussian blue -- stability -- at high ph,cobalt incorporation in prussian blue,stability,at high ph,0.039172567427158356,0.1816275268793106,0.051184430718421936,3.8798065118318905,0.02065482125863126,0.0,0,0.9488155692815781,3.681220824226149,0,-0.46799506392203244,0.9488155692815781,cobalt,True,1.0296585990048563,-1.0344789807116974,0.03960366302013418
magnesium addition to prussian blue -- stability -- in alkaline solution,magnesium addition to prussian blue,stability,in alkaline solution,0.020111558958888054,0.1475195735692978,0.3668532371520996,4.2795851989830584,0.013848405227838248,0.0,0,0.6331467628479004,2.7096055150679113,0,0.5394924315438742,0.6331467628479004,magnesium,False,-1.4128171545013175,1.529727769733214,0.0084497771410601
silver addition to prussian blue -- stability -- in alkaline solution,silver addition to prussian blue,stability,in alkaline solution,0.045857612043619156,0.1475195735692978,0.19070172309875488,3.9668089893066387,0.01893375465422684,0.0,0,0.8092982769012451,3.2103316798422323,0,-0.24873898312646334,0.8092982769012451,silver,True,-1.2548984810956725,1.835098938271803,-0.005887537910103546
francium incorporation in prussian blue -- stability -- at high ph,francium incorporation in prussian blue,stability,at high ph,0.012795628979802132,0.1816275268793106,0.0583137646317482,4.23049449524408,0.014545196239422334,0.0,0,0.9416862353682518,3.98379843497251,0,0.4157783073290911,0.9416862353682518,francium,False,0.7452496216481328,-1.337756414807101,-0.10035707158529483
indium incorporation in prussian blue -- stability -- at high ph,indium incorporation in prussian blue,stability,at high ph,-0.004572410136461258,0.1816275268793106,0.0645778551697731,5.05426033734945,0.010522280292179118,0.5,1,0.9354221448302269,4.7278670452937686,0,2.4917613744286156,0.9354221448302269,indium,False,-0.5721467056500126,-0.9951145922064338,-0.1452039251810604
radium addition to prussian blue -- stability -- in alkaline solution,radium addition to prussian blue,stability,in alkaline solution,0.048924218863248825,0.1475195735692978,0.28364062309265137,3.935318780865762,0.019539469525544792,0.0,0,0.7163593769073486,2.819102509792784,0,-0.32809786906377647,0.7163593769073486,radium,False,-0.6250187343566463,0.924388430705256,-0.191552691719185
gold addition to prussian blue -- stability -- in alkaline solution,gold addition to prussian blue,stability,in alkaline solution,0.04250284284353256,0.1475195735692978,0.22530269622802734,4.002433494364139,0.01827112207240232,0.0,0,0.7746973037719727,3.100674436610533,0,-0.1589612022413562,0.7746973037719727,gold,True,-1.209711227815618,1.5206869080889593,-0.2973532957391529
manganese incorporation in prussian blue -- stability -- at high ph,manganese incorporation in prussian blue,stability,at high ph,0.014428387396037579,0.1816275268793106,0.11719946563243866,4.204825630000941,0.014923388033366332,0.0,0,0.8828005343675613,3.7120223130872483,0,0.3510898644820038,0.8828005343675613,manganese,True,0.766753350024494,-1.4559746227965822,-0.29936536966388183
nickel incorporation in prussian blue -- stability -- at high ph,nickel incorporation in prussian blue,stability,at high ph,0.014654777944087982,0.1816275268793106,0.0927627682685852,4.201317956795449,0.014975826316120098,0.0,0,0.9072372317314148,3.8115920727465866,0,0.34225013138393123,0.9072372317314148,nickel,True,0.10727377869922898,-0.6563519942546684,-0.4277303025996134
beryllium incorporation in prussian blue -- stability -- at high ph,beryllium incorporation in prussian blue,stability,at high ph,0.0035285111516714096,0.1816275268793106,0.10622753202915192,4.390165533389396,0.012398676655593247,0.0,0,0.8937724679708481,3.9238090835779955,0,0.8181673778065723,0.8937724679708481,beryllium,False,-0.29559558424749366,-0.45825927123991694,-0.4604126975482904
calcium doping of prussian blue -- stability -- under basic conditions,calcium doping of prussian blue,stability,under basic conditions,0.03793720901012421,0.3264894485473633,0.03335824981331825,3.4079975104078226,0.033107431327015886,0.0,0,0.9666417501866817,3.2943126780924716,0,-1.6570070959798195,0.9666417501866817,calcium,False,0.6797752942888502,-0.17191055250701853,-0.5553223361626469
sodium doping of prussian blue -- stability -- under basic conditions,sodium doping of prussian blue,stability,under basic conditions,0.0009273253381252289,0.3264894485473633,0.09131323546171188,3.954220913138027,0.01917360063254293,0.0,0,0.9086867645382881,3.593148207829029,0,-0.2804623584324944,0.9086867645382881,sodium,False,-0.09007162077878864,-0.0840733036775087,-0.5867155555063347
calcium addition to prussian blue -- stability -- in alkaline solution,calcium addition to prussian blue,stability,in alkaline solution,0.047583408653736115,0.1475195735692978,0.4356266260147095,3.9489653861871874,0.01927463326472448,0.0,0,0.5643733739852905,2.2286909187535886,0,-0.29370688060246347,0.5643733739852905,calcium,False,-0.9866379169664224,1.1093058935415878,-0.6030238742229266
platinum addition to prussian blue -- stability -- in alkaline solution,platinum addition to prussian blue,stability,in alkaline solution,0.052768126130104065,0.1475195735692978,0.21509943902492523,3.8971976240105826,0.020298716449733963,0.0,0,0.7849005609750748,3.0589126013166346,0,-0.42416749478087973,0.7849005609750748,platinum,True,-1.005759242786054,1.203021592616791,-0.6311535914278008
sodium addition to prussian blue -- stability -- in alkaline solution,sodium addition to prussian blue,stability,in alkaline solution,0.015273245982825756,0.1475195735692978,0.4270177483558655,4.35109062882348,0.012892743712011623,0.0,0,0.5729822516441345,2.4930977056109707,0,0.7196942000160846,0.5729822516441345,sodium,False,-1.7850451553337952,1.4602099702904503,-0.6600811552158303
rubidium doping of prussian blue -- stability -- under basic conditions,rubidium doping of prussian blue,stability,under basic conditions,0.00467308983206749,0.3264894485473633,0.023356080055236816,3.883248907041712,0.020583841441255545,0.0,0,0.9766439199447632,3.792551434694435,0,-0.45931983875417487,0.9766439199447632,rubidium,False,-0.009598338519617129,-0.12339407271520599,-0.6636076248662182
rhodium doping of prussian blue -- stability -- under basic conditions,rhodium doping of prussian blue,stability,under basic conditions,0.02783130668103695,0.3264894485473633,0.047664936631917953,3.530076786481071,0.029302665732064314,0.0,0,0.952335063368082,3.361815900147646,0,-1.3493535165061825,0.952335063368082,rhodium,True,0.2695886975065654,0.08198237439200193,-0.6872025599050489
rubidium addition to prussian blue -- stability -- in alkaline solution,rubidium addition to prussian blue,stability,in alkaline solution,0.005063693970441818,0.1475195735692978,0.30750373005867004,4.521182284479868,0.010876157352191981,0.0,0,0.69249626994133,3.1309018677271294,0,1.1483444049033344,0.69249626994133,rubidium,False,-1.7289650281415825,1.077611988407869,-0.6931676687680268
tungsten incorporation in prussian blue -- stability -- at high ph,tungsten incorporation in prussian blue,stability,at high ph,0.00857884157449007,0.1816275268793106,0.10142200440168381,4.300006397961971,0.013568472201354077,0.0,0,0.8985779955983162,3.8638911301406034,0,0.5909561620400814,0.8985779955983162,tungsten,True,0.6028684890195178,-1.6673363878450211,-0.7043114416884149
strontium doping of prussian blue -- stability -- under basic conditions,strontium doping of prussian blue,stability,under basic conditions,0.0672701969742775,0.3264894485473633,0.046885646879673004,3.1201398880873947,0.04415099178988641,0.0,0,0.953114353120327,2.9738501110793467,0,-2.3824408529142316,0.953114353120327,strontium,False,1.3588088927528108,-0.6968294061740005,-0.7100671766696107
ruthenium incorporation in prussian blue -- stability -- at high ph,ruthenium incorporation in prussian blue,stability,at high ph,0.0142472293227911,0.1816275268793106,0.08844882249832153,4.207641364598629,0.014881426836886027,0.0,0,0.9115511775016785,3.8354804404046496,0,0.3581858340494089,0.9115511775016785,ruthenium,True,-0.25750972320384435,-0.3981378321020737,-0.7540403605113903
platinum doping of prussian blue -- stability -- under basic conditions,platinum doping of prussian blue,stability,under basic conditions,0.029292361810803413,0.3264894485473633,0.025595026090741158,3.5114787323883374,0.029852737572167384,0.0,0,0.9744049739092588,3.4216023426157753,0,-1.3962227157422655,0.9744049739092588,platinum,True,0.42015043036736927,-0.16364539039431897,-0.8013899405990055
strontium addition to prussian blue -- stability -- in alkaline solution,strontium addition to prussian blue,stability,in alkaline solution,0.0887577086687088,0.1475195735692978,0.2667052149772644,3.5969435627979185,0.027407363445696213,0.0,0,0.7332947850227356,2.6376199566208123,0,-1.1808416794160128,0.7332947850227356,strontium,False,-0.2668214555901044,0.5489869339799985,-0.8910041896262237
rhodium addition to prussian blue -- stability -- in alkaline solution,rhodium addition to prussian blue,stability,in alkaline solution,0.039094649255275726,0.1475195735692978,0.3073500990867615,4.039973592432032,0.017597937128208216,0.0,0,0.6926499009132385,2.7982873084901474,0,-0.06435591036979374,0.6926499009132385,rhodium,True,-1.3407922382317792,1.163072703246138,-1.001331331964145
scandium incorporation in prussian blue -- stability -- at high ph,scandium incorporation in prussian blue,stability,at high ph,0.015528108924627304,0.1816275268793106,0.07701653242111206,4.187900769590692,0.015178113811289504,0.0,0,0.9229834675788879,3.86536317419311,0,0.30843730251742774,0.9229834675788879,scandium,True,0.21525973800562398,-1.2455165077178931,-1.129317983048164
copper incorporation in prussian blue -- stability -- at high ph,copper incorporation in prussian blue,stability,at high ph,0.012192565947771072,0.1816275268793106,0.1499919891357422,4.24014448998579,0.014405510240760642,0.0,0,0.8500080108642578,3.604156783709864,0,0.44009738522407704,0.8500080108642578,copper,True,-0.1745644437618782,-0.9363620773590483,-1.3135746183382517
cesium doping of prussian blue -- stability -- under basic conditions,cesium doping of prussian blue,stability,under basic conditions,0.006629422307014465,0.3264894485473633,0.06583580374717712,3.848091857332823,0.02132037997592363,0.0,0,0.9341641962528229,3.594749637012349,0,-0.5479195793045895,0.9341641962528229,cesium,False,0.3519567024828624,-0.9849105447604095,-1.321371991479479
aluminum addition to prussian blue -- stability -- in alkaline solution,aluminum addition to prussian blue,stability,in alkaline solution,0.011733591556549072,0.1475195735692978,0.34523633122444153,4.406844655437165,0.012193592679150775,0.0,0,0.6547636687755585,2.885441774318,0,0.8602006513115279,0.6547636687755585,aluminum,False,-2.198271860677787,1.410001782148189,-1.4213403968217624
silver incorporation in prussian blue -- stability -- at high ph,silver incorporation in prussian blue,stability,at high ph,0.02235208824276924,0.1816275268793106,0.05630212277173996,4.088835648337245,0.016758735264226287,0.0,0,0.94369787722826,3.8586255216710943,0,0.058781995450191346,0.94369787722826,silver,True,-0.35650669440196353,-0.5877676514178248,-1.535882870480473
molybdenum doping of prussian blue -- stability -- under basic conditions,molybdenum doping of prussian blue,stability,under basic conditions,0.008328312076628208,0.3264894485473633,0.06254670023918152,3.8185329333595934,0.021959994048428265,0.0,0,0.9374532997608185,3.5796962986233085,0,-0.6224114100089,0.9374532997608185,molybdenum,True,-0.06786437096366675,-0.651337209466789,-1.7351459661364168
aluminum doping of prussian blue -- stability -- under basic conditions,aluminum doping of prussian blue,stability,under basic conditions,0.006698179990053177,0.3264894485473633,0.06168957054615021,3.846878424945978,0.021346266518094268,0.0,0,0.9383104294538498,3.60956614696781,0,-0.5509775661248757,0.9383104294538498,aluminum,False,-0.6101531532751042,-0.09222287420115739,-1.9096181839768203
gallium incorporation in prussian blue -- stability -- at high ph,gallium incorporation in prussian blue,stability,at high ph,0.006008503958582878,0.1816275268793106,0.10677368938922882,4.344876428454037,0.01297311125613663,0.0,0,0.8932263106107712,3.880957942247704,0,0.7040337124319483,0.8932263106107712,gallium,False,-0.523726918986361,-1.0876002222962657,-1.9748204589851723
lithium incorporation in prussian blue -- stability -- at high ph,lithium incorporation in prussian blue,stability,at high ph,0.039626769721508026,0.1816275268793106,0.16167034208774567,3.8747259194919246,0.020760027012774383,0.0,0,0.8383296579122543,3.2482976545914104,0,-0.48079873109236376,0.8383296579122543,lithium,False,-0.2663347938712511,-0.6446779707516577,-1.9804852749623523
